?threadURL	?postURL	?cosine	?rank	?contentPost	?datePost	?age	?sexe	?threadTitle
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm>	<http://forum.doctissimo.fr/medicaments/Neuroleptiques/phobie-social-neuro-sujet_1254_1.htm#post_0WedJun1300:00:00CEST2012.ttl>	"0.078125"^^<http://www.w3.org/2001/XMLSchema#double>		Bonjour a tous, Voila je suis atteins de phobie sociale depuis mes 16 ans, j'en ai maintenant 20 et j'ai commencer il y a de cela 6 semaines le deroxat. Malheureusement pour l'instant il ne fais pas beaucoup d'effet. mais certaine personnes m'ont dis qu'il ont du attendre bien 2 moi avant de voir les effets arriver. Bref, j'ai entendu dire que les neuro comme la depakine pouvaient améliorer l'effet des AD au niveau de l'anxiété. Est-ce vrai? Cela vaut il le coups niveau avantage/désavantage? J'attends vos réponse, merci..	"2012-06-13"^^<http://www.w3.org/2001/XMLSchema#date>	"1992-05-18"^^<http://www.w3.org/2001/XMLSchema#date>	female	Phobie social et neuro
