"postURL	contentPost";;;
"http://forum.doctissimo.fr/grossesse-bebe/fertilite-infertilite/probleme-taux-help-sujet_213401_1.htm#post_0	Bonjour les filles... j'en peux plus de m'inquieter.. Apres mon Fiv Transfert d'un blasto de 5 jours le 13 février.. 10 jours apres transfert PDS ( Taux BHCG ) 24 Février = 35 27 février = 36.6 ( on me dit que cest terminé ) 29 février = 58... ( ca monte mais cest fini selon eux ) 8 mars = 625 Le 5 mars j'ai perdu un peu de sang ( 1 cuillerre ) de beau sang rouge , rien de noir ou foncé.. pas de caillot non plus... Lundi le 12 mars je dois retourner a l'hopital car a Lécho on ne voit absolument rien ... Je ferai donc une Écho et PDS le 12 mars et ensuite Gygy croit que cest une GEU et veut me donner une piqure de <b>METHOTREXATE</b> Lundi le 12 mars Qu'en pensez vous que pensez vous de mes taux";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/savoir-ressent-methotrexate-sujet_10081_1.htm#post_0	Bonsoir à toutes! Demain je vais faire une 4e prise de sang pour vérifier le taux beta HCG et si il n'a pas baissé de facon importante les médecins m'ont parlé du Méthotrexate. Je pense donc que je vais y avoir le droit vu que ca baisse quasiment pas depuis 1 semaine (mercredi j'étais à 286UI et hier 217UI) et que j'ai des \""règles\"" depuis jeudi. Du coup je voulais savoir qu'est ce que vous avez ressenti après l'injection? Douleurs au ventre? Nausées? Combien de jour ca a duré? Combien de temps ils vous ont gardé à l'hôpital? Pour le moment je n'ai pas du tout de douleurs et comme le taux est trop bas ils n'ont pas réussi à localiser l'embryon alors j'ai peur qu'ils pensent à une grossesse extra utérine alors que ce n'est juste une fausse couche qui prend son temps pour s'éliminer...Bref j'ai la trouille!!!! Merci d'avance de vos réponse!";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/gygy-pense-tellement-sujet_10306_1.htm#post_0	Bonjour les filles... j'en peux plus de m'inquieter.. Apres mon Fiv Transfert d'un blasto de 5 jours le 13 février.. 10 jours apres transfert PDS ( Taux BHCG ) 24 Février = 35 27 février = 36.6 ( on me dit que cest terminé ) 29 février = 58... ( ca monte mais cest fini selon eux ) 8 mars = 625 Le 5 mars j'ai perdu un peu de sang ( 1 cuillerre ) de beau sang rouge , rien de noir ou foncé.. pas de caillot non plus... Lundi le 12 mars je dois retourner a l'hopital car a Lécho on ne voit absolument rien ... Je ferai donc une Écho et PDS le 12 mars et ensuite Gygy croit que cest une GEU et veut me donner une piqure de <b>METHOTREXATE</b> Lundi le 12 mars Qu'en pensez vous que pensez vous de mes taux";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/methotrexate-sujet_8666_1.htm#post_0	Bonjour, j'ai fais une GEU avec coelioscopie sans abblation de la trompe, qui à été fissurée et injection de méthotrexate le 8 mars. Le lendemain de l'opération le chirurgien m'a dit qu'il fallait attendre 3 mois avant de refaire une IAC. Lors du dernier RDV l'interne m'a dit qu'il fallait attendre 6 mois à cause de l'injection. Du coup j'ai rappelé le chirurgien qui finalement m'a conseillé d'attendre 6 mois à cause de l'injection. J'ai regardé sur internet et j'ai constaté que souvent les médecin préconisent une attente de 3 mois. Apparemment, il y a débat sur la question. J'aimerai savoir ce que vos médecins vous ont conseillé et quels sont les risques pour le futur enfant d'essayer au bout de 3 mois. Merci de vos réponses";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/geu-bb-sujet_11117_1.htm#post_0	Je vous écris pour vous raconter mon parcours j'ai eu une geu traité par <b>METHOTREXATE</b> après 1 mois d'essai bb au mois de novembre 2013. J'ai tous de suite réussi à tourner la page mon taux de bêta hcg étais faible à 216 donc j'ai eu vraiment aucune douleur par la suite. J'ai demandé conseil à mon médecin il m'a dis d'attendre un cycle j'ai repris les essais et finalement en janvier je suis retombais enceinte mon terme est prévu dans 20 jours. Donc les filles ne perdait pas espoir une geu c'est triste mais il faut vite tourner la page et aller de l'avant pour tenter une nouvelle grossesse quand on vous donne le feu vert. Voilà ce petit message car je vois pleins de filles déprimé après une geu sur la page rester positive pour que bb puisse s'installer dans de bonnes conditions. Si vous avez des questions je suis à votre disponibilité.";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/geu-sujet_9438_1.htm#post_0	bonjour a ttes voilà je viens de faire une GEU il y a 3 jours aussi hier j'ai eu une injection de méthotrexate hier on m'a dit qu'il fallait saigné pr montrer que cela fonctionné bien j'ai saigné tte la matinée et là cela s'estompe aussi je voulais savoir si cela ete normal ou si les saignements devaient encore durer ? combien de temps pr que le prt fasse effet ? comment savoir si cela a fonctionné ? vais je devoir refaire une 2ème injection ? vais je refaire une GEU par la suite. là je dois faire une prise de sang mercredi et une samedi le taux aura t'il baissé d'ici là ?   merci de me répondre svp je suis très angoissé et très triste aussi  ";;;
"http://forum.doctissimo.fr/grossesse-bebe/Echographie/endrometre-heterogene-sujet_12672_1.htm#post_0	Bonjour à toutes , Voilà je viens sur ce forum suite à une écho pelvienne interne que j'ai eu hier chez ma gyné . J'ai 33 ans , il y a deux ans j'ai eu une GEU traité par injections de méthotréxate . Je me suis laissé du temps et maintenant je souhaite avoir mon deuxième enfant. J'ai donc consulté hier ma gyné pour différentes questions et doutes pour une éventuelle nouvelle grossesse , suite une écho , elle me donne le feu vert mais me dit de revenir le mois prochaine pour effectuer une Biopsie ...Elle a trouvé mon endromètre hétérogène , elle a dit ne pas bien voir à l'écran ... Mais je redemande donc si je peux commencer les \""gros calins \"" elle me dit , elle n'a rien vu d'inquiètant à l'image ... A votre avis dois je m'inquiéter de cette biopsie ? Moi je suis de nature inquiète donc là ! j'angoisse un peu . J'ai voulu ce rdv pour me rassurer suite à cette GEU mais c seulement quand on dit à la gyné que l'on veut un BB qu'on s'occupe de nous en fait !!!";;;
"http://forum.doctissimo.fr/sante/Endometriose/endrometre-heterogene-sujet_4821_1.htm#post_0	Bonjour à toutes , Voilà je viens sur ce forum suite à une écho pelvienne interne que j'ai eu hier chez ma gyné . J'ai 33 ans , il y a deux ans j'ai eu une GEU traité par injections de méthotréxate . Je me suis laissé du temps et maintenant je souhaite avoir mon deuxième enfant. J'ai donc consulté hier ma gyné pour différentes questions et doutes pour une éventuelle nouvelle grossesse , suite une écho , elle me donne le feu vert mais me dit de revenir le mois prochaine pour effectuer une Biopsie ...Elle a trouvé mon endromètre hétérogène , elle a dit ne pas bien voir à l'écran ... Mais je redemande donc si je peux commencer les \""gros calins \"" elle me dit , elle n'a rien vu d'inquiètant à l'image ... A votre avis dois je m'inquiété de cette biopsie ? Moi je suis de nature inquiète donc là ! j'angoisse un peu . J'ai voulu ce rdv pour me rassurer suite à cette GEU mais c seulement quand on dit à la gyné que l'on veut un BB qu'on s'occupe de nous en fait !!!";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/sujet_9289_1.htm#post_0	j'étais une pleine GEU : on venait de me faire l'injection de méthotrexate. On ne savait pas encore si elle avait fonctionné. J'avais rdv le 24/12 à 16h chez le gynéco pour faire le point. Mon ainée était chez mes parents et je ne savais pas si je pourrais fêter Noël avec elle (je devais être à moins de 30 minutes des urgences de l'hopital). J'avais le moral au plus bas et me disait qu'on se contenterait d'un enfant unique. Finalement, après 2H dans la salle d'attente, le doc nous a dit qu'on pouvait aller fêter Noël chez mes parents"; que le médicament avait l'air de fonctionner. Un an après, je suis là avec ma deuxième fille qui va avoir 2 semaines   Un an, et la roue a enfin tourné ! Je voulais juste vous donner un message d'espoir ! Même quand on croit que tout est fini, ..... Bonnes fêtes de fin d'année. Et encore merci à toutes celles qui étaient là y'a un an, pour me réconforter et répondre à mes questions.;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/suite-injection-methotrexate-sujet_10848_1.htm#post_0	Bonjour à toutes, Après des semaines à lire des dizaines de témoignages sur la GEU je me décide à témoigner pour trouver du soutien auprès de personnes ayant vécu ce cauchemar et peut-être montrer à d'autres qui auraient vécu la même chose qu'elles ne sont pas seules! Mon parcours rapidement: FC1: le 24 avril 2011 à 10SA par aspiration FC2: le 26 août 2011 à 6SA par voie naturelle Pendant 1 an 1/2 je ne tombe plus enceinte, nombreux examens pour moi et mon conjoint= tout est nickel. Bilan FC a répétition pas de cause trouvée. On entre en PMA avec gyneco. 2 stimulations avec rapport programmé une en mars 2012 une autre en janvier 2013 = échec IAC1: 15 avril 2013. Règle le 1er mai 2013. IAC prévue en juin après un cycle de repos. 31 mai: test ++ avec un taux de 50ui pour 15 jours de grossesse (je tombe donc enceinte naturellement entre deux IAC après 2ans sans tomber enceinte, on ne cherche plus à comprendre à ce stade....). 31 mai: écho, pas de sac dans utérus mais bon c'est tout nouveau donc possible.rdv dans 1 semaine pour voir le sac. 2 juin: fortes contractions + saignement. On se fait direct à l'idée Fc3 en route. Gros saignements pendant 1 semaine. Rdv le 7 juin écho contrôle: plus rien dans utérus (endometre expulsé). Ordonnance pour contrôle bêta HCG. 8 juin: beta à 167 ui 15 juin: beta à 690 ui ?? 17 juin: beta à 1100 ui ?? 19 juin: taux a 1370 ui. 1ère injection <b>METHOTREXATE</b>. Je rentre chez moi, pendant 1 semaine RAS. Pas de saignement, pas de douleurs... Hum hum 25 juin taux à 1500 ui. Banco, 2 eme injection <b>METHOTREXATE</b>. Et la banco! Douleurs, saignements. je gère avec Spasfon, Doliprane. Jusque vendredi 28 juin: douleurs ++ , contractions très fortes et retour de saignements importants. Pompiers, urgences, hospitalisation 24h. Après la crise qui a duré 1h, plus rien. Taux à 1200! Ça baisse un peu. Retour à la maison le samedi 29 juin, plus de douleurs, suis plutôt en forme, je me dis que c'est bon! Lundi 1er juillet (hier): resultat pds taux à 950ui. Bonne nouvelle, je me détends enfin. 18h: retour des mêmes douleurs que vendredi!! Contractions qui me plient en 2, impossible de marcher, et légers saignements. Retour aux urgences, hospitalisation 24h. Ce matin je vois enfin un médecin qui a finit ses études (pas un interne quoi ), il me dit que normalement c'est simple : Patiente sous 2ème injection de <b>METHOTREXATE</b> avec douleurs fortes = opération directe! Mais ils ne le font pas car chaque fois crise de courte durée (1h), taux en baisse, pas de saignements dans le ventre, bilan sanguin ok. Donc me demande si je veux le faire opérer tout de suite ou tenter un 3ème retour à la maison. Me précise que si je reviens une 3ème fois pas de discussion c'est la coelio direct. Du coup je choisis de retenter le retour à la maison car ce matin ça allait côté douleurs. À l'heure ou je vous écris je suis chez moi, terrorisée, osant à peine bouger de peur de déclencher les douleurs, et attendant soit que ça finisse bien soit que je finisse au bloc... Bref j'ai besoin de vos expériences, comme vous toutes j'ai peur de souffrir plus, de mourir, de faire une hémorragie. Les médecins n'ecartent jamais ce risque. D'ailleurs ils m'ont dit que mon taux de beta reviendra normal d'ici 1 mois environ soit début août et jusque la le risque reste. J'ai peur. Je regrette de ne pas avoir choisi la coelio ce matin mais je me sentais forte. La de nouveau seule chez moi je panique! (mon homme est très présent mais il a aussi un travail ( Merci pour votre aide les filles, si vous pouvez m'aider à passer ce mauvais moment. Merci beaucoup!";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/solutions-geu-recidiver-sujet_11298_1.htm#post_0	Bonjour à toutes, Je viens de faire ma deuxième GEU traitée par injection de méthotrexate le 1er octobre, la même trompe que la première GEU en 2008. J'avais eu une cœlioscopie qui avait endommagé la trompe, ce qui est sûrement la cause de la deuxième. Aujourd'hui j'ai vu ma gygy mais elle semblait hyper positive sur mes prochains essais. Pour elle c'est hyper rare d'en faire 3. En revanche elle ne me propose pas de véritables solutions, à peine une hystero dans 6 mois si je tombe pas enceinte. Elle me dit aussi que si j'en fait une 3ème c'est opération et ablation directe. En gros, j'essaie et j'ai une chance sur deux de finir à l'hosto. Je n'ai pas vraiment de solutions pour éviter cette foutue GEU. Sans compter les problèmes liés à l'âge. Bref je suis hyper négative mais il me reste un peu d'espoir pour retenter. Est ce que de votre côté, on vous a apporté des solutions ?? J'aimerais bien votre avis";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/traitement-besoin-temoignages-sujet_11041_1.htm#post_0	Salut à toutes Je suis toute nouvelle sur le forum et je cherche à partager mon expérience... Maman d'un grand garçon de 9 ans (que j'ai mis 2 ans à avoir...) je suis en essai BB2 depuis le mois d'octobre 2013. Il y a deux semaines, en plein milieu de mon cycle?! j'ai eu de grosses douleurs au ventre, départ aux urgences qui là m'apprennent que je suis enceinte mais qu'il n'y a rien dans l'utérus donc GEU confirmée. J'ai eu une première dose de méthotrexate, suivie de pds etc...fin de semaine dernière mon taux avait bien monté mais à l'écho rien de dangereux. Lundi mon taux avait baissé mais j'ai quand-même eu droit à une 2ème injection pour être sûr! Et là j'attends la pds lundi prochain... Je le vis super mal et je me pose mille questions pour la suite! Mon gygy m'a dit qu'il faut attendre 3 mois pour reprendre les essais à cause du médicament mais j'ai peur pour la suite! Est-ce qu'il faut faire des examens spéciaux? etc... Bref si vous avez des expériences à partager je prends!";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/injection-besoin-reponse-sujet_10814_1.htm#post_0	Coucou on m'a diagnostiqué une GEU le 30/03 avec injection du méthotrexate  dans la foulée. Mon taux était à 392 mui le même jours le vendredi suivant à 889mui et le vendredi suivant le 12/4 à 341 mui je saignais un peu mais pas énormément avec quelques douleurs dans le bas ventre un peu comme des règles donc je suis allée aux urgences mais ils mont dit qu'il n'y avait pas de quoi s'inquiéter.Dans la nuit de vendredi à samedi je suis réveillée par une violente douleur au bas ventre comme celle des règles multipliée par 20 avec des saignements très abondants. Je décide de ne pas aller aux urgences sachant trop bien que j'allais attendre 3 à 4 heures pour au final n'avoir eu qu'une  prise de sang et une écho endo vaginale. Aujourd'hui je n'ai plus du tout de douleurs et ça depuis lundi et les saignement commencent à se calmer. Bref ce que j'aimerai savoir c'est comment ça s'est passé pour vous, avez vous eu aussi des saignements ou des douleurs?";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-apres-35-ans/derniere-methotrexate-marche-sujet_4516_1.htm#post_0	Bonjour à toutes, Tout est dans le titre. C'est ma 2ém GEU , j'ai perdu ma trompe droite en 2012 lors de la 1ére car le mèthotrexate n'a pas marcher ( je n'ai eu qu'une injection. Là depuis lundi 2ém GEU en cours et suspicion de jumeaux. J'ai eu l'injection mardi mon taux HCG était à 4128 J'ai refais mon dosage hier (vendredi 01/05 ) et mon taux à grimper à 8000 je suis dègue. L'hôpital me demande de pas m'éloigner car il faut refaire le dosage lundi matin et là, il verront. Le pire c'est que je n'ai pas de douleurs et pas de pertes, juste dimanche dernier et lundi , très lègères pertes marrons foncé en m'essuyant (désolée pour l'image) Depuis plus rien, je n'y comprend rien d'ailleurs... Il y a t-il une copinaute dans ce cas particulier??? Est-ce que je vais perdre ma dernière trompe? Ou bien quelqu'un qui l'aurait vécu et peut m'informer? Je garde tout de même un peu d'espoir de la conserver. J'attends un petit témoignage";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/premiere-grossesse-question-sujet_11220_1.htm#post_0	Bonjour à toutes, Voila je suis tombée enceinte mi février (dates des mes dernières reds le 19/02/2015) > premire grossesse. Le 02/04/2015 mon taux a chuté et une geu a été détectée. J'ai eu une opération le 07/04/2015 mais on ne m' a pas retiré ma trompe ils ont juste fait une pression sur la trompe pensant expulser l'embryon. pds le lendemain de l'opération le taux chute les médecins sont confiant et pensent bien l'avoir expulser sauf que le taux est remonté le surlendemain du coup j'ai eu une injection de <b>METHOTREXATE</b> le 10/04/2015 petit saignements durant 2 ou 3 jours puis taux négatif le 17/04/2015. Les medecins m'ont dit qu'il n'y avait aucune contre indication pour remettre en route les essaies bb du coup j'ai eu des rapports non protégés. le soucis est que depuis je n'ai pas eu mes reds. dois je m'inqiéter? J'ai mon prochain rdv gygy le 29 mai 2015.";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/endometre-heterogene-sujet_10221_1.htm#post_0	Bonjour à toutes , Voilà je viens sur ce forum suite à une écho pelvienne interne que j'ai eu hier chez ma gyné . J'ai 33 ans , il y a deux ans j'ai eu une GEU traité par injections de méthotréxate . Je me suis laissé du temps et maintenant je souhaite avoir mon deuxième enfant. J'ai donc consulté hier ma gyné pour différentes questions et doutes pour une éventuelle nouvelle grossesse , suite une écho , elle me donne le feu vert mais me dit de revenir le mois prochaine pour effectuer une Biopsie ...Elle a trouvé mon endomètre hétérogène , elle a dit ne pas bien voir à l'écran ... Mais je redemande donc si je peux commencer les \""gros calins \"" elle me dit , elle n'a rien vu d'inquiétant à l'image ... A votre avis dois je m'inquiéter de cette biopsie ? Moi je suis de nature inquiète donc là ! j'angoisse un peu . J'ai voulu ce rdv pour me rassurer suite à cette GEU mais c seulement quand on dit à la gyné que l'on veut un BB qu'on s'occupe de nous .";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/nidation-sujet_11301_1.htm#post_0	Bonjour, J'ai eu une grossesse extra utérine fin avril dernier qui s'est fini par deux injections de <b>METHOTREXATE</b>. J'ai eu le droit de reprendre les essais bébé en septembre (même si en août on avait déjà lâché les capotes, les vacances et ma libido ne m'on pas aidé ). Mes dernières règles date du 29/08/15..donc là j'en suis à J-56... je ne sais absolument pas quand j'ai ovulé. Mercredi en m'essuyant j'ai eu des pertes marron et un filet rouge et hier un petit filet rouge, mais depuis plus rien, est-ce que c'est possible que ce soit la nidation ou alors ça annonce l'arrivé de mes règles ? je commence à en avoir marre de ce cycle Pour ma GEU, j'avais eu des pertes marron aussi qui m'avais fait croire à mes règles mais en faite pas du tout mais je ne m'en était pas inquiété plus que ça et c'est bien plus tard que j'ai su que j'était enceinte. Merci pour vos réponses";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/geu-injection-methotraxate-sujet_10845_1.htm#post_0	Bonjour, voilà test positif le 19 mai, 3jours après petite pertes de sang. Comme je suis sujette au fc, je penses à ça. Donc prise de sang, taux qui augmente mais pas assez, rien dans l'utérus. Donc prélèvement dans l'utérus, pour voir s'il faudra un curetage,cela fait bien mal. Et injection de <b>METHOTREXATE</b>. J'ai eut de grosses douleurs pendant 2jours, 2 semaines après mon injection. La mon taux n'est pas encore à zéro, donc controle par pds jusqu'à zéro. Je suis épuisée maintenant (ça fait en tout 1mois que je perd du sang mnt) et moralement aussi je suis pas au top du tout. Hier, ma gyne m'as dit qu'il fallait attendre 6mois avant de recommencer les essais. pour être sur que ma trompe soit bien cicatrisée. Je cherche d'autre qui sont passé par la aussi. Savoir les douleurs que vous avez eut? Et combien de temps après avez vous pu recommencer les essais? Courage à toutes celle qui sont passées par la aussi ...";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/printemps-attendant-reprise-sujet_10453_1.htm#post_0	Coucou les filles ! Alors voilà, je me présente : Moi : 25 ans. Lui : 31 ans. Ensemble depuis 5 ans. En essai depuis le 06.10.2011. GEU à C5. Voilà quelques temps déjà que je suis en essai... Début avril j'apprends que je suis enceinte malgré un test rapide négatif fait auparavant, du coup j'ai consultée pour des saignements en dehors de mes cycles et là j'ai appris ma grossesse mais de suite on m'a annoncé que c'était surement une FC... J'ai attendu plus d'un mois avec PDS régulières pour voir mon taux baisser TRES lentement jusqu'à mis mai ou là mon taux était complètement remonté et la hospitalisation en urgence.. Diagnostique : GEU... Par chance une injection de méthotrexate et un arrêt de 4 jours a suffit... j'apprends aujourd'hui que c'est ENFIN terminé mon taux est négatif après 2 mois !!!! On reprend les essais fin juillet début août.. En attendant..Je voulais partager ces moments avec des filles qui ont vécu la même chose que moi...(ou presque    )... Et qui en sont au même stade que moi ! A très vite !  ";;;
"http://forum.doctissimo.fr/grossesse-bebe/clubs-desir-enfant/LapresIMG/essaie-fausse-couche-sujet_13366_1.htm#post_0	Bonsoir a toutes, voilà j'ai eu 30 ans il y a une semaine et nous reesayons davoir un enfant. jai quelques questions en tête je m'explique. ...alors en 2013 grossesse mais avec l'écho du troisième moiso problème alors amio et détection de t21 donc nous avons fait le choix de ne pas garder notre petit garçon. ..... puis grossesse en janvier 2014 mais re problème extra uterine cette fois ci détectée a 5 semaines donc injections de <b>METHOTREXATE</b>.  Bref, j'ai fait a la suite de ces 2 échecs une formation longie durée qui se termine en juin. Nous avons donc decider de stopper la pilule mardi 3 mars. Javais une pillule que je prenais sans coupure et qui m'avais carrément bloqué mes règles depuis octobre. ma question est depuis son arrêt j'ai pas mal mal aux seins, très mal en bas du ventre, quelques vertiges, quelques nausées et suis hs.... a votre avis c'est normal? Par contre toujours pas de regles alors que ca va faire 15 jours que je ne prend plus ma pillule. ... j'aimerai vos avis.  merci a toutes et bonnes conceptions!  ";;;
"http://forum.doctissimo.fr/grossesse-bebe/desir-enfant/nidation-sujet_296502_1.htm#post_0	Bonjour, J'ai eu une grossesse extra utérine fin avril dernier qui s'est fini par deux injections de <b>METHOTREXATE</b>. J'ai eu le droit de reprendre les essais bébé en septembre (même si en août on avait déjà lâché les capotes, les vacances et ma libido ne m'on pas aidé ). Mes dernières règles date du 29/08/15..donc là j'en suis à J-56... je ne sais absolument pas quand j'ai ovulé. Mercredi en m'essuyant j'ai eu des pertes marron et un filet rouge et hier un petit filet rouge, mais depuis plus rien, est-ce que c'est possible que ce soit la nidation ou alors ça annonce l'arrivé de mes règles ? je commence à en avoir marre de ce cycle Pour ma GEU, j'avais eu des pertes marron aussi qui m'avais fait croire à mes règles mais en faite pas du tout mais je ne m'en était pas inquiété plus que ça et c'est bien plus tard que j'ai su que j'était enceinte. Merci pour vos réponses";;;
"http://forum.doctissimo.fr/grossesse-bebe/desir-enfant/essaie-sujet_294742_1.htm#post_0	Bonsoir a toutes, voilà j'ai eu 30 ans il y a une semaine et nous reesayons davoir un enfant. jai quelques questions en tête je m'explique. ...alors en 2013 grossesse mais avec l'écho du troisième moiso problème alors amio et détection de t21 donc nous avons fait le choix de ne pas garder notre petit garçon. ..... puis grossesse en janvier 2014 mais re problème extra uterine cette fois ci détectée a 5 semaines donc injections de <b>METHOTREXATE</b>.  Bref, j'ai fait a la suite de ces 2 échecs une formation longie durée qui se termine en juin. Nous avons donc decider de stopper la pilule mardi 3 mars. Javais une pillule que je prenais sans coupure et qui m'avais carrément bloqué mes règles depuis octobre. ma question est depuis son arrêt j'ai pas mal mal aux seins, très mal en bas du ventre, quelques vertiges, quelques nausées et suis hs.... a votre avis c'est normal? Par contre toujours pas de regles alors que ca va faire 15 jours que je ne prend plus ma pillule. ... j'aimerai vos avis.  merci a toutes et bonnes conceptions!  ";;;
"http://forum.doctissimo.fr/grossesse-bebe/amniocentese/cn-26ans-sujet_4938_1.htm#post_0	Bonjour je suis un peu paniquer, enfin j'essaye de ne pas trop stressez mais ce n'est pas forcément évident!!! J'ai fait déjà 5 fausses couches et une môle hydatyforme complète avec. Traitement de <b>METHOTREXATE</b>!!! Autant dire que des que je tombe enceinte c'est un stress totale ( j'ai quand eu la chance d'avoir un petit garçon en décembre 2010 qui se porte a merveille)!!! A toutes mes grossesse il y a eu un problème fausse couches souvent tardive avec curetage, môle, et maintenant moi qui penser que le plus dur était passer on m'annonce a l'écho des 12sa une CN à 3,1!!! Je suis un peu en panique j'attend le résultats du tri-test d'un jour a l'autre!! Le gygy ma demander une écho a 18sa supplémentaire!! Après je sais qu'une CN élevée n'est pas forcément signé de T21 mais je ne peux m'empêcher d'avoir un peu peur!!! Voilà je n'attend pas forcément de réponse j'avais besoin d'en parler car ici on ne voulais annoncer ma grossesse que lorsque l'on savai le sexe de bébé donc je n'ai personne a qui en parlais Merci de m'avoir lu";;;
"http://forum.doctissimo.fr/grossesse-bebe/fausse-couche/fausses-couches-mois-sujet_23900_1.htm#post_0	Bonjour à toutes, Je me permet de poster car je suis désespèrée... J'ai 22 ans depuis le début d'année je souhaite avoir un enfant avec mon homme avec qui je suis depuis 7 ans. Je tombe enceinte rapidement après 2 mois d'essai mais fc à 3 semaines de grossesse. Deux mois après, je me met à perdre du sang pendant 3 semaines alors que j'ai déjà eu mon rdc, on me diagnostic une geu traité par <b>METHOTREXATE</b>. 3 mois de pause forcé.. Puis je retombe enceinte des le premier cycle, grossesse qui évolue bien coeur qui bat et le lendemain de l'eco fausse couche à 6 semaines de grossesse le 27 novembre. J'attends maintenant que les hcg soient à zéro pour reprendre la pillule 2 mois d'après les conseils de mon gygy. Il me dit qu'il me fera ensuite des tests. Maisn j'ai plus l'impression que c'est pour me faire plaisir... J'ai besoin de vos témoignages pour me redonner espoir ! Merci d'avance...";;;
"http://forum.doctissimo.fr/grossesse-bebe/fausse-couche/geu-imossible-savoir-sujet_18993_1.htm#post_0	hello a ttes alors voilà il y a 2 semaines test +. Comme j'avais des saignements on suit mes beta hcg qui augmentent mais ne doublent pas. A l'echo, on distingue une forme ni un sac qui evoquerait une grossesse ni un epenchement qui indiquerait une GEU... Lundi dernier, on me dit que ds tous les cas c'est non évolutif (Fc à venir ou GEU) à cause des taux (je suis à 1200 beta hcg environ) et on m'injecte de la <b>METHOTREXATE</b>. On est vendredi (J+4) mon taux de beta hcg stagne à 1240. Il parait que c'est normal. A l'écho l'image est toujours la même. On me donne de l'efferalgan codéiné si j'ai mal. MAIS J'ANGOISSE... 1/est ce que l'efferalgan codéiné peut masquer un début d'hémorragie si c'est une GUE ? 2/j'ai lu que certaines filles n'avaient pas vraiment eu mal avant qu'on constate que leur trompe était en train de se fissurer. comment éviter cela ? 3/j'ai depuis hier des picotements et comme une chaleur plus particulière au côté droit. qu'est ce que ça veut dire ? 4/qqn a t'il déja été ds mon cas : ne pas savoir si c'est une geu ou grossesse intra uterine non evolutive ? 5/qqn a t'il été suivi à Trousseau pour le même problème ? des bisous plein d'espoir";;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/grosse-angoisse-besoin-sujet_9942_1.htm#post_0	Bonjour, je viens d'être traitée avec une injection de Méthotrexate avec un taux de 1400 pour les BHCG. Le gynéco m' a laissé le choix entre la chirurgie et l'injection médicamenteuse, j'ai choisi l’injection pensant que cela allait être réglé plus rapidement. Il m'a dit qu'aucune FIV n'était envisageable maintenant avant fin novembre voire décembre. Seulement je viens de lire à plusieurs reprises que ce délai est dû à l'injection et non à la GEU et que si j'avais privilégié la chirurgie, une FIV aurait pu être tentée plus tôt. Avez-vous des infos sur ce point, surtout que mon gynéco sait qu'en mars 2012, on abandonne tout, on arrête la PMA!!! Comment aurait-il pu omettre cette info???? Je vois partout que la chirurgie est à privilégier"; c'est bien que je le sache maintenant que tout est fait!!! Je suis vraiment à bout de nerfs, je n'en peux plus, je parle peu de mon parcours mais là c'est trop.... Merci si vous avez des infos. laudine;;
"http://forum.doctissimo.fr/grossesse-bebe/grossesse-extra-uterine/risque-mauvais-diagnostic-sujet_11156_1.htm#post_0	Bonsoir, j'ai appris ma grossesse le 17 décembre et mon taux ne correspondant pas à la date de mes dernières règles j'ai été suivi par un hôpital.  Mardi dernier ils ont fini par me diagnostiquer une GUE car mon taux grandissait mais ne doublait pas. Or, à j4 donc samedi j ai fait un contrôle des bêta hcg et une écho qui a montré que mon taux avait augmenté (de 1200 à 1700) et l'interne à vu deux poches dans l'utérus.  Il m'adit qu'il ne savait ce que ça voulais dire. Je dois y retourner mardi et si les poches ont grandi et que mon taux aussi alors les internes se réuniront en staff mercredi matin pour décider quoi faire.soit une nouvelle injection de <b>METHOTREXATE</b> soit un curetage. J ai vraiment peur de la suite et commence à être à bout. J ai surtout peur d une GUE mal soigné et qui se termine par un éclatement de la trompe. L interne m à dit qu elle n avait rien vu dans les trompes mais que ça n'excluait pas la GUE pour autant. Quelqu'un a déjà été dans mon cas ? Merci pour votre aide.";;;
