?postURL;?datePost;?threadURL;?threadTitle;?parentThread;?contentPost;?creatorPost;?sexe;?age;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-conjoint-sujet_161017_1.htm#post_0>;"""2011-12-03""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-conjoint-sujet_161017_1.htm>;IVG mon conjoint pas d'accord du tout;IVG;Bonjour, Je suis nouvelle sur ce forum, si je me suis inscrite ici c'est que j'éprouve le besoin de parler de sa et je n'ai persone avec qui le faire. Voila j'ai 21 ans une petite fille de 2ans et je suis a nouveau enceinte. Ma fille étai désiré j'ai aimé la porter pendant 9 mois la mettre au monde et a présent l'élever, mais cette seconde grossesse n'est vraiment pas désiré. Mon conjoint et mwa sa va pas du tout en ce moment il me dit toujours que si lea n'etai pas la il serai déja parti et pourtant quand je lui ai annoncé que j'étai enceinte et que je ne voulais pas le garder sa a été le drame!!! Je ne comprend pas sa reaction pour mwa on a déja pas les moyen financier d'assumer un second enfan et encore moin l'assurance qu'il grandisse dans une bonne entende. Il me rabache sans cesse que c'est peut etre un garçon que je n'ai pas de coeur que je n'ai qu'une envi c'est me débarasser de cette enfant. Mais je n'en veu pas!! J'ai repris le travail il ya a peine 3 mois j'ai laissé tombé un cdi a paris pour elever ma fille et maintenan je n'ai aucun avenir professionele je conte reprendre mes etude mais avec un autre enfan je sais que je ne pourais pas assé vite. J'ai le rdv pour l'echo le 14 et l'avortement le 16 il ne veu pas que j'en parle la seul a etre au courant est une collegue de boulot et c'est vraiment dur a vivre. De plus il veu que j'y aille seul !! J'arrete pas de pleurer dés que j'y pense j'aimerias tellement qu'il me comprenne. J'ai aussi peur que plus tard ma fille m'en veuille .. Bref c'est long mais je ne sais pas a qui en parler c'est déja dur pour mwa mais la il ne m'aide pas du tout. Le seul fait de me dire que je doit attendre encore deux semaine pour que tout soi fini je me dit que se sera insurmontable.;<http://club.doctissimo.fr/lea221009/>;female;"""2011-06-23""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/copain-bebe-suite-sujet_161557_1.htm#post_0>;"""2012-05-01""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/copain-bebe-suite-sujet_161557_1.htm>;mon copain ne veut pas de 2eme bébé tout de suite;IVG;J'ai 21 ans et mon copain 23 nous sommes en couple depuis 2 an et demi et nous avons une petite fille de 1 an et demi et j'ai appris hier que j'étais enceinte hors mon copain ne veut pas de 2ème bébé pour le moment. Je ne sais plus quoi faire surtout que moi j'ai déja subi 2 ivg (une par médicament et l'autre par aspiration) quand j'étais plus jeune et cela ma vraiment traumatisé...    je travaille mais je signe mon cdi que le mois prochain. Je suis vraiment perdu, je voulais me rendre a la mat demain pr prendre rdv mais je ne sais pas si je serais assez forte... si d'autre ont vécu la meme chose ou des choses similaire j'aimerais bien savoir comment elles s'en sont sorti?;<http://club.doctissimo.fr/baby-emma/>;female;"""1991-01-30""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/grossesse-desirer-besoin-sujet_160609_1.htm#post_0>;"""2011-08-17""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/grossesse-desirer-besoin-sujet_160609_1.htm>;Grossesse non désirer après IVG médic en Dec j'ai besoin d'aide!;IVG;Bonjour, je m'appelle angélique et j'en suis à 5 SG alors que j'ai subit une IVG médicamenteuse en décembre 2010. Je prenais pourtant la pillule! c'est arrivé pendant nos vacances, et je n'en suis pas très fière! Mon Mari est catégorique, il n'en veux pas! nous avons déjà 4 enfants dont le petit dernier qui a 16 mois! donc un de plus...non Cela me fends le coeur, et je pleure toutes les larmes de mon coeur, car je sais qu'une IVG n'est pas une chose facile, je pense au bébé, et c'est très dur psychologiquement, mais je n'ai pas le choix! Nous allons demain à l'hopital, au service IVG, pour prendre RV et je suis très angoissé, car j'ai peur qu'il puisse m'incendier du fait d'être retomber encore une fois enceinte! De plus, je ne sais pas trop comment ça se passe, une IVG par aspiration, car la médicamenteuse pour moi, apparemment, c'est trop tard! Le plus dur est de le cacher à tous le monde même aux enfants, alors que je suis malade comme un chien! C'est pourquoi, j'éspère que le delai d'attente, ne sera pas trop long, car je ne pourrai pas rester dans cet état, trop longtemps. C'est trop dur moralement! Voilà ma petit histoire à moi J'ai vraiment besoin de conseil, d'aide, et de soutien Merci d'avance à toutes et bonne soirée;<http://club.doctissimo.fr/angelinico/>;female;"""1975-12-15""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/bebesujet_162178_1.htm#post_0>;"""2012-11-22""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/bebesujet_162178_1.htm>;ivg pour le 3eme bébé;IVG;bjr, voila je suis maman de 2 merveilleux petits garcons de 30 mois et de 17 mois ....grossesse raproché mais voulu ainsi ..... il y as une semaine j'ai decouvert une nouvelle grossesse non souhaitez ...je me sent pas vraiment prete a repartir dans les nuit blanche, les colliques, les couches, les bibi tte les 3h, les dents, ect..... j'ai mis ma vie entre parenthese (femme et travail) pendant deux ans pour m'occuper des mes loulous......aujourd'hui qu'il commence a etre grand et se debrouille un ti peu tout seul j'avais en projet de recommencer mes activité et ma vie de femme presque comme avant.... je n'ai jamais voulu de troisieme enfant , alors maintenant qu'il es la je pense tt le temps a l'ivg mais j'ai tres peur de mes reactions apres cela .... depression, regret ect....... voila si je suis preneuse de tte opinion sauf celle ki juge les femmes pour leur decisions comme j'ai pu voir sur d'autre forum!!! merci a ttes;<http://club.doctissimo.fr/labelaurore/>;female;"""1984-11-27""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/sujet_161360_1.htm#post_0>;"""2012-03-06""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/sujet_161360_1.htm>;ivg;IVG;bonjour je suis pas en super forme suite a une grossesse trop rapprochée ma petite derniere a seulement 7 mois et pour divers raison j'avais décidé d'arreter cette grossesse d'ailleur j'y pensais pas j'avais donc prit un rendez vous dans un planning la ou il m'on demander d'allé faire une echo chose faite hier j'averti le giné que c le planning qui m'envoie et ne regarde meme pas l'écran je ne voulais pas voir et ce con me donne l'écho en main grrrrr en sortant de la je me rend au planning pour plus d'info savoir comment cela ce passe exactement et en sortant de la je suis en pleure je ne c plus du tout quoi faire c'est la que je ne cesse d'y penser et de pleurer en plus ça refroidit un max de savoir que je ne serai pas endormie qui est passé par la ? les regrets apres ? certainement consulter un psy ? pffff beaucoups de questions auquels j'y trouve mes réponses;<http://club.doctissimo.fr/djessy/>;female;"""1982-01-03""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-sujet_158366_1.htm#post_0>;"""2010-03-19""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-sujet_158366_1.htm>;Mon ex est enceinte...;IVG;Bonjour à toutes et à tous. Voilà, j'ai vécu une histoire d'un mois avec une fille avec qui j'ai rompu il y a un mois... Mais voilà, après test nous avons eu un rapport non protégé sur la fin de notre histoire... Elle prenait la pillule donc je ne me posais pas la question... Mais voilà, un mois après notre rupture, elle m'envoie un texto me disant qu'elle est très en retard et après 2 test de grossesse et prise de sang, elle est enceinte... Je ne comprenais pas bien comment cela avait pu arriver mais elle m'a avoué qu'elle avait omi une ou deux fois sa pillule, avant meme le rapport...   Alors voilà je dois dire que je ne comprend pas qu'elle ne me l'ai pas dis et je suis assez paniqué... On en a parlé, nous ne voulons tous les deux pas le garder, elle a rdv chez le gyneco lundi pour faire une IVG où je me propose de l'accompagner... je devrai donc être rassuré... Mais voilà, je suis aujourd'hui au commencement d'une histoire avec qqun d'autre et j'ai peur que mon ex change d'avis... Elle vient de changer de boulot et d'acheter un appart donc je ne vois pas pourquoi mais bon j'ai peur quand meme... et par dessus tout, je me sens mal vis à vis de ma nouvelle relation, qui commence vraiment bien... Que faire vis à vis de ma nouvelle copine ?  Dois je lui dire ? Comment gérer cet évènement qui tombe vraiment très mal dans ma vie ? Merci d'avance de vos témoignages, de vos avis et de vos conseils.;<http://club.doctissimo.fr/oblik/>;male;"""1982-04-14""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/remettresujet_161896_1.htm#post_0>;"""2012-08-14""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/remettresujet_161896_1.htm>;comment s'en remettre ?;IVG;"Bonjour à toutes, Je ne suis pas une habituée de ce genre de forums, mais il me semble que c'est actuellement le seul moyen de pouvoir m'exprimer et rechercher des conseils de manière anonyme. Pour commencer, je vais faire un résumé de ma situation. J'ai 21 ans et je suis étudiante. Après 3 ans de relation en dents de scie avec mon amoureux, nous avons rompu fin août 2011. Notre relation était assez compliquée, nous ne l'avons jamais officialisé auprès de nos familles et de nos amis. Pendant ces 3 ans, ils se sont rendus compte de certains rapprochements, mais rien de plus, puisque nous passions déjà presque tout notre temps libre avant de sortir ensemble... Bref, tout le monde savait que nous étions proches, mais sans pour autant savoir que nous étions en couple. Ce besoin de ne pas officialiser était une décision commune qui nous convenait à tous les 2. Après notre rupture, je me suis rendue compte que j'étais enceinte de 8 semaines. N'ayant pas des règles régulières, j'ai d'abord mis mes nausées sur le compte d'une gastro... Ce qui explique que j'ai mis un peu de temps avant de m'en rendre compte. Après avoir pris un peu de temps pour digérer la nouvelle, j'ai repris contact avec mon ex, avec qui j'avais coupé tout contact, pour lui annoncer la nouvelle. J'avais peur de sa réaction, peur qu'il veuille garder le bébé, puisqu'il est déjà installé dans la vie (boulot fixe, propriétaire de sa maison...). Pour faire simple, il a été génial avec moi quand je lui ai appris la nouvelle. Il a été un soutien sans faille et m'a beaucoup écoutée, et surtout il m'a laissé prendre ma décision qui était plutôt claire devant ma situation (étudiante, encore aux crochets de mes parents...) Malgré ses propositions, j'ai choisi d'aller à tous mes rendez-vous seule. Je ne garde que peu de souvenirs de la journée de mon IVG, comme une impression d'avoir été \""au radar\"" toute la journée. Depuis cette journée d'octobre, je me sens très seule. Personne dans mon entourage n'est au courant. A part mon ex-compagnon et mon meilleur ami. Je n'ai pas encore réussi à parler en face à face avec ce dernier (il a vécu à l'étranger cette année et mes \""confessions\"" ont eu lieu par mail). J'ai réussi à passer les différents \""caps\"" (comme la date présumée de l'accouchement...) seule, mais depuis les choses ont changé et j'ai du mal à supporter cette solitude. J'ai bien certains amis qui pourraient me comprendre, mais c'est difficile de trouver un moyen de leur dire, de me soulager, j'ai peur de leur réaction... Ce qui me pousse notamment à venir solliciter vos conseils, c'est que j'ai appris une bonne nouvelle ce week-end, mais que j'ai du mal à m'en réjouir... J'ai appris que ma cousine, dont je suis très proche, et son compagnon allaient avoir un bébé au mois de février. C'est la première fois qu'une grossesse dans mon entourage est annoncée depuis mon IVG. J'en suis très heureuse pour eux, mais je m'en veux de ma réaction. Par exemple, lorsqu'ils nous ont annoncé la bonne nouvelle, je n'ai pas réussi à aller les féliciter et j'ai passé toute la soirée dans un état presque second. Je m'en veux un peu de ma réaction, et j'appréhende la manière dont je vais réagir en les revoyant demain... Et vous, comment avez-vous réagit à l'annonce d'une grossesse dans votre entourage après votre IVG ? Comment êtes vous parvenues à reprendre le dessus sur votre vie ? Je vous remercie de vos réponses et de vos conseils éventuels. (Et merci aussi si vous avez réussi à me lire jusqu'au bout !! )";<http://club.doctissimo.fr/junoooo/>;female;"""1990-11-18""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/bebe-ivg-sujet_161223_1.htm#post_0>;"""2012-02-01""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/bebe-ivg-sujet_161223_1.htm>;FAIRE UN BEBE APRES 2 IVG;IVG;Bonjour à toutes ! je viens poster ici parce que je suis un peu pommée en ce moment... il y a 2ans j'ai du procéder à une ivg médicamenteuse et à une ivg par aspiration. la dernière a été très dure pour moi. meme si aujourd'hui je ne regrette rien. aujourd'hui je souhaite avec mon ami avoir un bébé. j'ai arrêter la pilule depuis le 15 octobre (date de notre rencontre !!! ) on est en essai de bébé mais tous les mois j’appréhende l'arrivée de mes règles...et elles arrivent a chaque fois. je voulais savoir si ca vous étiez arrivé aussi? c'est très dur pour mon ami, il pense être stérile alors que moi je pense plutot que c'est un blocage qui est en moi. comment y remédier? merci de m'avoir lu ! a bientot;<http://club.doctissimo.fr/kkora/>;female;"""1989-05-31""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/avortement-sujet_161330_1.htm#post_0>;"""2012-02-28""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/avortement-sujet_161330_1.htm>;tpe avortement;IVG;Bonjour a tous, je suis en première ES et mon TPE porte sur l'avortement, les deux matières qui doivent apparaitre sont l'histoire et l'ses! Je dois faire l'introduction mais je n'arrive pas à commencer, je ne sais pas comment amener le sujet! Aidez moi please!;<http://club.doctissimo.fr/tpeavortement07/>;female;"""1995-09-15""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-anestesie-sujet_160756_1.htm#post_0>;"""2011-09-23""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-anestesie-sujet_160756_1.htm>;IVG sans anestésie;IVG;Bonjour à tous, j'ai accompagnée une amie de 21 ans qui a subit son 1er avortement récemment ( elle était à 10 semaines je crois ). Il y a quelque chose qui nous tracasse... Voilà, nous sommes arrivées l'après-midi à l'hopital, une infirmière l'a mise dans une chambre avec une autre jeune fille qui elle aussi devait subir une IVG. Elle lui a fait une prise de sang puis ont emmené mon amie pour avorter. Apparement il y avait le chirurgien et une infirmière qui l'ont fait allonger et écarter les jambes. le médecin à prit l'appareil, lui a introduit une sorte de tube dans le vagin et à commencer à aspirer. Elle m'a dit que cela faisait du bruit, comme une aspiration. Elle souffrait énormément, jusqu'à crier mais l'infirmière lui a dit que c'était normal et que c'était du aux contractions. Une fois fini, l'infirmière l'a ramenée dans sa chambre, puis se fut au tour de l'autre jeune fille. Cette jeune fille nous a dit aussi qu'elle avait énormément souffert et ni mon amie ni elle n'ont eu d'anesthésie locale. Après avoir donné une ordonnance à mon amie, le médecin lui a dit que nous pouvions partir, en tout nous sommes à peine restée 3h. Je trouve celà suspect que mon amie n'est pas eu d'anesthésie ou quelque chose pour la douleur. Pourtant cet hopital est plutôt bien réputé, qu'en pensez vous ? J'ai oublié, que connais une autre femme qui elle a été endormie pour l'intervention...;<http://club.doctissimo.fr/pun-ky/>;female;"""1980-08-15""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/combien-attendre-reessayer-sujet_159140_1.htm#post_0>;"""2010-09-14""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/combien-attendre-reessayer-sujet_159140_1.htm>;Combien de temps doit on attendre pour reessayer de faire un bebe apres ivg?;IVG;Bonjour je voudrai savoir combien de temps faut il attendre pour reessayer d' avoir un petit bebe ? En sachant qu on oubliez jamais notre petit ange ;<http://club.doctissimo.fr/chacha34500/>;female;"""1986-11-13""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-probleme-sujet_163389_1.htm#post_0>;"""2014-05-06""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-probleme-sujet_163389_1.htm>;enceinte de bb2 et problème de dos;IVG;Bonjour, Voilà, je suis maman d'un petit boy de 4 mois. Depuis des années j'ai un spondilolisthesis sur l5 s1 en rapport avec un lise ismique, j'espere le prononcer correctement. Pour ma 1ere grossesse j'ai pris 25 kilo, il m'en reste 15 a perdre, j'ai enormement mal au dos et au genoux. Je ne sais pas quel concesquence peux avoir cette grossesse sur ma colonne. J'ai encore mal a ma peridurale. J'ai appris que j'était enceinte de 1 mois et je ne sais pas quoi faire. Pour mon mari hors de question de faire une IVG. Mais ma colonne dans tout ca ? Et mon generaliste refuse de me faire passer des examins .... Votre avis ?;<http://club.doctissimo.fr/tallula07/>;female;"""1990-04-20""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/post-muqueuse-uterine-sujet_162941_1.htm#post_0>;"""2013-09-02""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/post-muqueuse-uterine-sujet_162941_1.htm>;POST-IVG - muqueuse utérine !;IVG;"Voilà un petit résumé et ensuite mes préoccupations... Jeudi 18.07: Cytotec par voie vaginale à 8:00 & à 00:00 j'ai ejecté les \""sacs\"". 30.07: contrôle et décision de prendre des comprimés de methergyn 3x/jour c'est pour nettoyer le sang qui est resté dans l'utérus et aider à le refermer 20.08: contrôle et là la gynéco n'a pas l'air très contente... Elle n'est pas sûre mais peut-être que la muqueuse utérine est trop \""grosse/épaisse\""!  Elle préfère attendre mes prochaines règles et que je reprenne rendez-vous (mi-septembre)! Quelles seraient les complications? Les traitements? Merci";<http://club.doctissimo.fr/diamondlizz/>;female;"""1991-04-05""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/15-17-sujet_158456_1.htm#post_0>;"""2010-04-07""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/15-17-sujet_158456_1.htm>;ivg 15-17 ans;IVG;Bonjour, Je suis étudiante infirmière en 3ème année et je réalise un travail de fin d'etudes sur les jeunes filles de 15 à 17 ans ayant eu recours à une IVG (interruption volontaire de grossesse). J'aimerais avoir quelques témoignages concernant votre vécu et votre ressenti (si vous avez des regrets, ou au contraire si vous assumez;;;;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-ratee-helpsujet_162016_1.htm#post_0>;"""2012-10-03""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-ratee-helpsujet_162016_1.htm>;IVG ratée, HELP !!!!;IVG;Bonjour Voilà j'ai fait une ivg par médicaments le 19/09, première prise de médicaments aucun problème, deuxième prise, j'ai perdu beaucoup de sang, et des caillaux de sang énorme, mais pas d'expulsion a se qui me semblais. Deux jour après de forte douleurs en bas du ventre a en vomir ! Puis plus rien toujours du sang mais sa allé mieux donc je n'ai pas avancé mon rdv de contrôle chez le gynéco (qui m'a l'air peu compétent : aucun renseignement a vrai dire il ne m'a pas vraiment rassuré) qui est le 06/10. Et hier soir en allant au toilette alors que sa faisait 2-3 jours que les saignement avait diminué un caillaux de sang, j'ai pris une douche et jai mis mon doigt a l'interieur (degueu mais je sentais que quelque chose me genait) la quelque chose d'enorme bloqué dans le col de l'utérus je l'ai sentit !!!! mon dieu ! grosse panique j'ai repris un cachet de méthergin et je suis partit me coucher. Ce matin plus rien quasiment plus de saignement. Je panique, j'ai peur que l'ivg est raté et que l'oeuf soit encore en moi !! moralement ce n'est pas la forme après cette ivg alors j'aurais voulu ne pas avoir de complication ! mais la je doute, si vous avez deja vécu ça ou avait des conseils à me donner ?!;<http://club.doctissimo.fr/carrie1219/>;female;"""1993-08-12""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/retard-symptomes-sujet_163961_1.htm#post_0>;"""2015-04-16""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/retard-symptomes-sujet_163961_1.htm>;Retard et symptômes;IVG;Coucou tout le monde, Alors voilà j'ai un gros problème, je suis perdue ! J'ai 6 jours de retard, je sais c'est pas beaucoup mais ça m'inquiète déjà, pourtant c'est pas la première fois que j'ai du retard j'ai déjà eu jusqu'à 1 mois de retard mais sans être enceinte, bref donc je suis à j6 de retard et j'ai déjà fais 2 tests, un chez moi et un au planning mais négatifs pour les deux, mais je me sens pas comme d' habitude cette fois ci, j'ai quelques symptômes, : poitrine douloureuse, fatigue intense, saut d'humeur, et je sais pas si ça a un lien mais je rote souvent et après ces rots j'ai des nausées (désolé c'est pas très charmant^^) sachant que mon copain et moi avons pris de gros gros risques ce mois ci.. (je ne supporte aucun moyen de contraception) Avez vous déjà vécu ça ? Merci d'avance pour vos réponses;<http://club.doctissimo.fr/princessebouliboula/>;female;"""1997-08-16""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/besoin-conseil-sujet_159125_1.htm#post_0>;"""2010-09-09""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/besoin-conseil-sujet_159125_1.htm>;Besoin de conseil;IVG;"Je pense que je ne suis pas la première et que je ne serais pas la dernière à vous demander de m'aider à faire mon choix. Voilà, je vous explique un peu mon histoire. J'ai 22 ans et je connais mon petit ami depuis 4 ans et ça fait plus de trois ans et nous vivons ensemble. Je l'aime énormément, pour moi c'est l'homme de ma vie et lui me fait comprendre la même chose. Nous sommes tout les deux étudiants et malheureusement nous sommes entrain de prendre une voie dans nos études qui risque de durer encore 4 ans... Il est vrai que je n'en vois pas le bout, je suis fatiguée j'ai l'impression que l'on va resté toute notre vie étudiant ! Mais je n'ai pas envie de faire des boulots de merde comme je faisais jusqu'à là (mise en rayon, caissière, vendeuse...) je ne veux pas gâcher ma vie là dedans et faire quelque chose de mon avenir. Donc pour le moment lui il travail, moi je viens d'arrêter car il s'avérer impossible que je puisse me lever tout les jours à 4h du matin jusqu'à 10h, puis travailler pour mon école le matin, prendre des cours l'après midi + travailler pour le Bac et prendre des cours du soirs jusqu'à 22h... Cependant nous avons de l'aide financière des deux cotés au niveau des parents. Donc cette année je me suis remontée les manches et du coup je me motive pour passer mon équivalence BAC +  le diplôme nécessaire pour faire mes études l'année prochaine en université pour une durée de deux à trois ans. Cependant, mis à part le fait que j'ai trouvé ma voie et que j'aimerais y arriver j'ai un grand rêve que je nourris depuis mon adolescence c'est de mettre au monde la vie. Jusqu'à là, et on peut dire que j'ai eu ma réponse, j'avais énormément peur d'être stérile et de ne jamais connaitre ça. Mais hier, après quelques doutes (douleurs et gonflements des seins, sensibilité au bas ventre puis douleurs depuis + d'une semaine comme si j'attendais mes règles ainsi que diarrhée et également quelques rêves (je prends beaucoup conscience de mes rêves, cette semaine je rêvé qu'une dame me donnait des médicament pour \""mon fils\"", moi par surprise je lui disais \""mais je n'ai pas de fils !\"" elle me demandait si j'en était sûr)) j'ai fais un test de grossesse qui s'est révélé positif. Là j'ai pris peur par \""conscience\"" par rapport à mes études et le fait que mes exams se passe en Mai et que si j'ai bien calculé il arriverait pour Avril donc je risquerais de les foirer ce qui serait vraiment très dommage. D'un autre coté, l'année prochaine on déménage et nous ne payerons pas de loyer d'après ce que j'ai compris, charge financière en moins, cependant nous ne pourrons surement pas travailler pour autant. Pensez vous que c'est possible d'élever un enfant alors que les deux parents sont dans les études ? Quelqu'un l'a t'il déjà fait ? Niveau réaction de mon copain il a été clair, pour le moment il nous juges incapable financièrement pour élever un enfant. Il aurait voulu qu'on soit d'abord installer dans notre nouvel appartement et voir comment se passer les nouvelles études. Chose censé au quel je pense également sans lui dire (car je n'ose pas mettre ma position dessus car je suis partagé entre la raison et la réalisation de mon rêve). Ce qui me vexe un peu c'est que pour le moment il considère comme un objet et ne veux guère y prêter attention plus que ça en considérant que l'avortement \""ce n'est pas grave à l'heure actuel\"". Surement pour éviter de prendre conscience que ce qui est en moi est également son enfant et ne pas pouvoir me faire avorter. Désolée pour le roman, mais que feriez vous à ma place ? Merci, car depuis hier je suis un peu \""somnolente\"" je n'ai pas envie de parler et de sourire, j'y pense trop. J'ai envie de profiter de cette présence en moi que je craignez ne jamais ressentir et j'ai envie de la garder mais je risquerais de gacher nos deux vies.";<http://club.doctissimo.fr/nitea/>;female;"""1987-12-25""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-18-sujet_161520_1.htm#post_0>;"""2012-04-20""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-18-sujet_161520_1.htm>;IVG à 18 ans... ?;IVG;Bonjour! Ma copine a oublié de prendre sa pilule le 9ème jour (Leeloo gé) après qu'on est eu un rapport. Elle l'a donc prise le 10ème jour au matin dès le reveil (plus de 12 heures après) en plus de celle du soir-même. Et le lendemain, une pilule du lendemain (environ 47 heures après le rapport donc). Mais aujourd'hui, elle n'a toujours pas ses règles et cela nous inquiète (on est inquiet depuis plusieurs semaines en fait). Et on a envisagé ensemble une IVG après avoir supposé une grossesse (pensez-vous qu'elle pourrait être enceinte ou que ce soit dû au stress ?) mais on aimerait pas mettre les parents au courant (surtout les miens parce qu'ils m'interdiraient net de la revoir à la maison itout et d'aller en coloc' avec l'an prochain comme prévu mais non plus les siens...). J'ai aussi acheté un test de grossesse qu'elle fera demain matin, deuxième jour de ses règles quelque soit le cas... Seulement, on a définitivement pas les moyens de financer une IVG (lycéens en préparation du BAC) et on aimerait bien éviter d'utiliser les mutuelles des parents et consort... Comment pouvons-nous faire? S'il vous plait... Et merci d'éviter de nous juger. Les conséquences et contrecoups secondaires, on les a déjà envisagé. Avoir un enfant, oui, mais pas maintenant! (Et merci d'éviter l'histoire des parents adoptifs et etc...) Merci de vos réponses...;<http://club.doctissimo.fr/shadowb/>;male;"""1994-09-11""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-planing-familial-sujet_161593_1.htm#post_0>;"""2012-05-10""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-planing-familial-sujet_161593_1.htm>;IVG dans un planing familial;IVG;bonjour, jsuis enceinte , demain jcompte me rendre au planing, pr leur parler de mn désir d'IVG,mais jignore comment ça se passe. je me demande surtout si cela prendra trop de temps car je suis en pleine révision du baccalaureat et jaimerai que ça ne me pertube pas trop. mes questions sont les suivantes : - faut-il y aller seul ? -jaimerai une ivg médicamenteuse mais, il me semble quelle n'a lieu que si on est enceinte de 7 semaines maximum, et mn taux de beta hcg est de 3192 alors est ce que ça serra possible pour moi ? - l'ivg par aspiration demande une sonde, est un gros tuhaux ? merci pr toutes vos réponses;<http://club.doctissimo.fr/lovelycha/>;female;"""1994-11-17""^^<http://www.w3.org/2001/XMLSchema#date>";;;
